"time{s}","Gain\output"
9.69999999999998,-0.271752692223642
9.79999999999998,-0.366471308785952
9.89999999999998,-0.457528269957601
9.99999999999998,-0.544013766248773
10.1,-0.625063664672126
10.2,-0.699868142858932
10.3,-0.767679780522261
10.4,-0.827821027420112
10.5,-0.879690973201215
10.6,-0.922771351491558
10.7,-0.956631718230906
10.8,-0.980933752519178
10.9,-0.99543463700014
11,-0.999989484006792
11.1,-0.994552783227275
11.2,-0.979178856426727
11.3,-0.954021314681683
11.4,-0.91933152355015
11.5,-0.875456091512879
11.6,-0.822833406780441
11.7,-0.761989257069169
11.8,-0.693531576111637
11.9,-0.618144369392745
12,-0.536580879803346
12.1,-0.449656061497852
12.2,-0.358238437154422
12.3,-0.263241419997174
12.4,-0.165614187287769
12.5,-0.0663321964752737
12.6,0.0336125612363483
12.7,0.133221472520155
12.8,0.231499279723955
12.9,0.327464025139166
13,0.420156862381109
13.1,0.508651636848855
13.2,0.592064139539969
13.3,0.669560941759289
13.4,0.740367722448365
13.5,0.803777004931811
13.6,0.859155225777678
13.7,0.905949065142264
13.8,0.943690975348767
13.9,0.972003852460141
14,0.990604804169452
14.1,0.999307976360282
14.2,0.998026410095182
14.3,0.986772910477808
14.4,0.965659918707395
14.5,0.934898388603945
14.6,0.894795678829539
14.7,0.845752481865963
14.8,0.78825882043326
14.9,0.722889151351607
15,0.650296625767053
15.1,0.571206563090954
15.2,0.486409203859245
15.3,0.396751813922483
15.4,0.303130218858852
15.5,0.206479853195343
15.6,0.107766413870203
15.7,0.00797621132400142
15.8,-0.091893685372128
15.9,-0.190845410884605
16,-0.287890273941367
16.1,-0.382058635991648
16.2,-0.472409599497457
16.3,-0.558040409054691
16.4,-0.638095471411163
16.5,-0.711774904256658
16.6,-0.778342528368481
16.7,-0.837133223257762
16.8,-0.887559572821458
16.9,-0.92911773459903
17,-0.961392473990207
17.1,-0.984061313133715
17.2,-0.996897752992811
17.3,-0.999773536453687
17.4,-0.992659929824659
17.5,-0.975628009931852
17.6,-0.948847953942852
17.7,-0.912587339014158
17.8,-0.867208468751785
17.9,-0.813164753198114
18,-0.750996178514912
18.1,-0.681323911627886
18.2,-0.604844093741308
18.3,-0.52232088473577
18.4,-0.434578827947024
18.5,-0.34249461161443
18.6,-0.246988309315727
18.7,-0.149014186910702
18.8,-0.0495511678475653
18.9,0.0504069479005936
19,0.149861413540295
19.1,0.247818514588928
19.2,0.343299497724767
19.3,0.435350350150127
19.4,0.523051331755659
19.5,0.605526164843707
19.6,0.681950789590212
19.7,0.751561597763636
19.8,0.813663062432436
19.9,0.86763468742774
20,0.912937207124579
20.1,0.949117974595649
20.2,0.975815484301052
20.3,0.992762984124864
20.4,0.999791140668346
20.5,0.996829731169122
20.6,0.983908345141265
20.7,0.961156088725755
20.8,0.928800294705373
20.9,0.887164251073096
21,0.836663970849393
21.1,0.777804035423277
21.2,0.711172552949031
21.3,0.637435282172566
21.4,0.55732898040011
21.5,0.471654042074024
21.6,0.381266501508552
21.7,0.287069479691404
21.8,0.190004160611754
21.9,0.0910403872760838
22,-0.00883302862680502
22.1,-0.108618186589128
22.2,-0.207318067959643
22.3,-0.303946497807828
22.4,-0.397537998441234
22.5000000000001,-0.487157436123084
22.6000000000001,-0.571909364603464
22.7000000000001,-0.650946972106799
22.8000000000001,-0.723480542380423
22.9000000000001,-0.788785345264392
23.0000000000001,-0.846208877942707
23.1000000000001,-0.895177384523904
23.2000000000001,-0.935201588809608
23.3000000000001,-0.965881582971268
23.4000000000001,-0.986910823289082
23.5000000000001,-0.998079193029119
23.6000000000001,-0.999275101855434
23.7000000000001,-0.990486600800593
23.8000000000001,-0.971801501654226
23.9000000000001,-0.943406499576725
24.0000000000001,-0.905585307704659
24.1000000000001,-0.858715822386267
24.2000000000001,-0.80326634737105
24.3000000000001,-0.739790914680051
24.4000000000001,-0.668923748909072
24.5000000000001,-0.591372930275607
24.6000000000001,-0.507913319726133
24.7000000000001,-0.419378816793641
24.8000000000001,-0.326654027562219
24.9000000000001,-0.230665425989497
25.0000000000001,-0.132372096899953
25.1000000000001,-0.0327561531418989
25.2000000000001,0.067187077343428
25.3000000000001,0.166458996493254
25.4000000000001,0.264067713768439
25.5000000000001,0.359037956779261
25.6000000000001,0.450420815868287
25.7000000000001,0.537303225285834
25.8000000000001,0.618817086225424
25.9000000000001,0.694147940565029
26.0000000000001,0.762543108649093
26.1000000000001,0.823319209801464
26.2000000000001,0.875868990426874
26.3000000000001,0.919667391476964
26.4000000000001,0.954276794656854
26.5000000000001,0.979351394953989
26.6000000000001,0.994640655800486
26.7000000000001,0.99999181234621
26.8000000000001,0.99535139783076
26.9000000000001,0.980765777803399
27.0000000000001,0.956380686853197
27.1000000000001,0.92243977247824
27.2000000000001,0.879282160643065
27.3000000000001,0.827339067348448
27.4000000000001,0.76712949006956
27.5000000000001,0.699255022112185
27.6000000000001,0.62439384170013
27.7000000000001,0.543293935852823
27.8000000000001,0.456765626757751
27.9000000000001,0.36567347531164
28.0000000000001,0.270927642727411
28.1000000000001,0.173474796518714
28.2000000000001,0.0742886517263146
28.3000000000001,-0.0256397581048899
28.4000000000001,-0.125311982989199
28.5000000000001,-0.223732132665804
28.6000000000001,-0.319916827188459
28.7000000000001,-0.412905022516295
28.8000000000001,-0.501767612931891
28.9000000000001,-0.585616714342566
29.0000000000001,-0.663614535709385
29.1000000000001,-0.73498174996364
29.2000000000001,-0.799005280771522
29.3000000000001,-0.855045427344348
29.4000000000001,-0.902542256105716
29.5000000000001,-0.941021195352281
29.6000000000002,-0.970097777008258
29.7000000000002,-0.989481478095695
29.8000000000002,-0.998978623537898
29.9000000000002,-0.998494321292204
30.0000000000002,-0.988033410476959
30.1000000000002,-0.96770041301934
30.2000000000002,-0.937698489307169
30.3000000000002,-0.898327408279487
30.4000000000002,-0.849980552238057
30.5000000000002,-0.793140986306688
30.6000000000002,-0.728376631811
30.7000000000002,-0.656334591804544
30.8000000000002,-0.577734685438672
30.9000000000002,-0.493362255778488
31.0000000000002,-0.404060322926714
31.1000000000002,-0.310721160858719
31.2000000000002,-0.214277382130077
31.3000000000002,-0.115692619535163
31.4000000000002,-0.0159518978224148
31.5000000000002,0.0839482083312423
31.6000000000002,0.183009531748713
31.7000000000002,0.280242286092617
31.8000000000002,0.374674955466601
31.9000000000002,0.465364001464603
32.0000000000002,0.551403290678619
32.1000000000002,0.63193314846858
32.2000000000002,0.706148948532233
32.3000000000002,0.773309152451012
32.4000000000002,0.832742718883583
32.5000000000002,0.883855808376955
32.6000000000002,0.926137716803041
32.7000000000002,0.959165978135834
32.8000000000002,0.982610585584031
32.9000000000002,0.996237288903032
33.0000000000002,0.99990993494072
33.1000000000002,0.993591828031126
33.2000000000002,0.977346096643399
33.3000000000002,0.95133506262268
33.4000000000002,0.915818619325206
33.5000000000002,0.871151634852778
33.6000000000002,0.817780406332584
33.7000000000002,0.756238200669986
33.8000000000002,0.687139926329559
33.9000000000002,0.611175989382067
34.0000000000002,0.529105395205681
34.1000000000002,0.441748164766809
34.2000000000002,0.349977141254475
34.3000000000002,0.254709268933496
34.4000000000002,0.156896431355141
34.5000000000002,0.057515940466702
34.6000000000002,-0.0424392283505067
34.7000000000002,-0.141970357746613
34.8000000000002,-0.240082967240264
34.9000000000002,-0.335796749722252
35.0000000000002,-0.428155366343583
35.1000000000002,-0.516236001920878
35.2000000000002,-0.599158585384816
35.3000000000002,-0.676094583144099
35.4000000000002,-0.746275277504713
35.5000000000002,-0.80899944742939
35.6000000000002,-0.863640374893814
35.7000000000002,-0.909652106834481
35.8000000000002,-0.946574910121039
35.9000000000002,-0.974039865048902
36.0000000000002,-0.991772551455592
36.1000000000002,-0.999595790630409
36.2000000000002,-0.997431415621244
36.3000000000002,-0.985301052250251
36.4000000000002,-0.963325903034755
36.5000000000002,-0.931725536172402
36.6000000000003,-0.890815691690594
36.7000000000003,-0.841005126680434
36.8000000000003,-0.782791531136501
36.9000000000003,-0.716756555209987
37.0000000000003,-0.643559997561182
37.1000000000003,-0.563933212879253
37.2000000000003,-0.478671804439133
37.3000000000003,-0.38862767470894
37.4000000000003,-0.294700513435523
37.5000000000003,-0.197828808256222
37.6000000000003,-0.098980467655708
37.7000000000003,0.000856850039945317
37.8000000000003,0.100685605002606
37.9000000000003,0.199508342973834
38.0000000000003,0.296337661481513
38.1000000000003,0.390206075622374
38.2000000000003,0.480175684834964
38.3000000000003,0.565347544075999
38.4000000000003,0.644870645766579
38.5000000000003,0.717950422763775
38.6000000000003,0.783856687398864
38.7000000000003,0.841930927258095
38.8000000000003,0.891592884809096
38.9000000000003,0.932346355131581
39.0000000000003,0.963784143823464
39.1000000000003,0.985592135544714
39.2000000000003,0.997552432547471
39.3000000000003,0.999545531833359
39.4000000000003,0.99155151918459
39.5000000000003,0.973650268138524
39.6000000000003,0.946020641917642
39.7000000000003,0.90893870628895
39.8000000000003,0.862774971209338
39.9000000000003,0.807990688817429
40,0.745133244761291
